token,is_oov,tag
saham,False,NN
-nya,True,PRP
akan,False,MD
menjadi,False,VB
mayoritas,False,NN
",",False,Z
jadi,False,VB
harga,False,NN
saham,False,NN
-nya,True,PRP
lebih,False,RB
baik,False,JJ
",",False,Z
sebab,False,SC
kalau,False,SC
sendiri,False,PRP
kitakan,True,X
minoritas,False,NN
jadi,False,VB
harga,False,NN
-nya,True,PRP
kurang,False,RB
baik,False,JJ
",",False,Z
kata,False,VB
-nya,True,PRP
.,False,Z
,True,
Saat,False,NN
ini,False,PR
Pemerintah,False,NNP
memiliki,False,VB
"17,50",False,CD
persen,False,CD
saham,False,NN
PT,False,NNP
Tugu,False,NNP
Pratama,False,NNP
Indonesia,False,NNP
dan,False,CC
"25,04",False,CD
persen,False,CD
saham,False,NN
PT,False,NNP
Tugu,False,NNP
Reasuransi,False,NNP
Indonesia,False,NNP
.,False,Z
,True,
Jika,False,SC
bersama-sama,True,VB
dengan,False,IN
pertamina,False,NNP
kita,False,PRP
bisa,False,MD
menjadi,False,VB
mayoritas,False,NN
",",False,Z
sekitar,False,IN
70,False,CD
-,False,Z
80,False,CD
persen,False,CD
kepemilikan,False,NN
saham,False,NN
",",False,Z
kata,False,VB
-nya,True,PRP
.,False,Z
,True,
Ia,False,PRP
mengharapkan,False,VB
bahwa,False,SC
pertamina,False,NNP
juga,False,RB
mau,False,MD
melepas,False,VB
saham,False,NN
mereka,False,PRP
secara,False,IN
bersama-sama,True,VB
karena,False,SC
pertamina,False,NNP
berdasarkan,False,VB
rapat umum,True,NN
pemegang,False,NNP
saham,False,NNP
RUPS,False,NNP
yang,False,SC
terjadi,False,VB
sebelum,False,SC
-nya,True,PRP
telah,False,MD
memberikan,False,VB
sinyal,False,NN
untuk,False,SC
melepas,False,VB
aset,False,NN
tidak,False,NEG
utama,False,JJ
non,False,FW
core,False,FW
asset,False,FW
.,False,Z
,True,
Deputi,False,NNP
Senior,False,NNP
Bank,False,NNP
Indonesia,False,NNP
BI,False,NNP
Miranda,False,NNP
Goeltom,True,NNP
mengatakan,False,VB
pertumbuhan ekonomi,True,NN
yang,False,SC
terjadi,False,VB
saat,False,NN
ini,False,PR
belum,False,NEG
lengkap,False,JJ
karena,False,SC
belum,False,NEG
memberikan,False,VB
manfaat,False,NN
signifikan,False,JJ
bagi,False,IN
pengurangan,False,NN
angka,False,NN
pengangguran,False,NN
dan,False,CC
pengentasan,False,NN
kemiskinan,False,NN
secara,False,IN
luas,False,JJ
.,False,Z
,True,
Saat,False,NN
ini,False,PR
kita,False,PRP
masih,False,MD
prihatin,False,JJ
dengan,False,SC
tinggi,False,JJ
-nya,True,PRP
tingkat,False,NN
pengangguran,False,NN
terbuka,False,VB
yang,False,SC
ada,False,VB
di mana,True,SC
tahun,False,NN
2006,False,CD
mencapai,False,VB
"10,9",False,CD
juta,False,CD
atau,False,CC
"10,3",False,CD
persen,False,CD
",",False,Z
jauh,False,JJ
lebih,False,RB
tinggi,False,JJ
dari,False,IN
level,False,NN
sebelum,False,SC
krisis,False,JJ
pada,False,IN
tahun,False,NN
1997,False,CD
sebesar,False,JJ
"4,7",False,CD
persen,False,CD
",",False,Z
kata,False,VB
-nya,True,PRP
di,False,IN
Jakarta,False,NNP
",",False,Z
Rabu,False,NNP
.,False,Z
,True,
Dalam,False,IN
seminar,False,NN
yang,False,SC
diselenggarakan,False,VB
di,False,IN
BI,False,NNP
itu,False,PR
",",False,Z
Miranda,False,NNP
mengatakan,False,VB
",",False,Z
sulit,False,JJ
-nya,True,PRP
mengurangi,False,VB
tingkat,False,NN
pengangguran,False,NN
atau,False,CC
menciptakan,False,VB
lapangan kerja,True,NN
baru,False,JJ
ITU,False,PR
merupakan,False,VB
cermin,False,NN
dari,False,IN
lambat,False,JJ
-nya,True,PRP
gerak,False,NN
laju,False,NN
ekspansi,False,NN
sektor,False,NN
usaha,False,NN
riil,False,JJ
.,False,Z
,True,
Ini,False,PR
terjadi,False,VB
karena,False,SC
dunia,False,NN
usaha,False,NN
belum,False,NEG
memiliki,False,VB
kapasitas,False,NN
baru,False,JJ
untuk,False,SC
mengembangkan,False,VB
usaha,False,NN
yang,False,SC
dapat,False,MD
mendorong,False,VB
penyerapan,False,NN
angkatan kerja,True,NN
yang,False,SC
semakin,False,RB
bertambah,False,VB
",",False,Z
ungkap,False,VB
-nya,True,PRP
.,False,Z
,True,
Dunia,False,NN
usaha,False,NN
",",False,Z
menurut,False,IN
dia,False,PRP
",",False,Z
masih,False,MD
mengeluh,False,VB
kesulitan,False,VB
memperoleh,False,VB
tambahan,False,NN
modal,False,NN
",",False,Z
baik,False,CC
modal,False,NN
investasi,False,NN
maupun,False,CC
modal kerja,True,NN
dari,False,IN
perbankan,False,NN
.,False,Z
,True,
Padahal,False,CC
perbankan,False,NN
saat,False,NN
ini,False,PR
masih,False,MD
mengalami,False,VB
kelebihan,False,NN
likuiditas,False,NN
.,False,Z
Ini,False,PR
kan,False,RP
ironi,False,NN
",",False,Z
kata,False,VB
-nya,True,PRP
.,False,Z
,True,
Selain,False,IN
itu,False,PR
",",False,Z
dia,False,PRP
mengatakan,False,VB
",",False,Z
suku,False,NN
bunga,False,NN
BI,False,NNP
rate,False,FW
telah,False,MD
mengalami,False,VB
penurunan,False,NN
signifikan,False,JJ
yang,False,SC
sesungguhnya,False,RB
diharapkan,False,VB
menjadikan,False,VB
pendorong,False,NN
penurunan,False,NN
suku,False,NN
bunga,False,NN
kredit,False,NN
yang,False,SC
selanjutnya,False,CC
meningkatkan,False,VB
dunia,False,NN
usaha,False,NN
.,False,Z
,True,
Ia,False,PRP
mengatakan,False,VB
",",False,Z
masih,False,MD
rendah,False,JJ
-nya,True,PRP
saluran,False,NN
dana,False,NN
perbankan,False,NN
ke,False,IN
sektor,False,NN
usaha,False,NN
riil,False,JJ
menunjukkan,False,VB
masih,False,MD
besar,False,JJ
-nya,True,PRP
ketidakpastian,False,NN
dalam,False,IN
berusaha,False,VB
.,False,Z
,True,
Keengganan,False,NN
perbankan,False,NN
menyalurkan,False,VB
dana,False,NN
-nya,True,PRP
tersebut,False,PR
tercermin,False,VB
dari,False,IN
rasio,False,NN
pinjaman,False,NN
terhadap,False,IN
dana,False,NN
yang,False,SC
dihimpun,False,VB
dari,False,IN
pihak ketiga,True,NN
LDR,True,FW
yang,False,SC
menurun,False,VB
sejak,False,IN
tahun,False,NN
1999,False,CD
.,False,Z
,True,
Pada,False,IN
tahun,False,NN
sebelum,False,SC
krisis,False,JJ
LDR,True,FW
mencapai,False,VB
100,False,CD
persen,False,CD
",",False,Z
,True,
namun,False,CC
di,False,IN
akhir,False,NN
tahun,False,NN
2006,False,CD
ini,False,PR
menjadi,False,VB
"64,7",False,CD
persen,False,CD
dan,False,CC
pada,False,IN
akhir,False,NN
Mei,False,NNP
2007,False,CD
hanya,False,RB
naik,False,VB
sedikit,False,MD
menjadi,False,VB
"65,8",False,CD
persen,False,CD
.,False,Z
,True,
Selain,False,IN
itu,False,PR
undisbursed,True,FW
loan,False,FW
UL,False,FW
/,False,Z
pinjaman,False,NN
yang,False,SC
belum,False,NEG
tercairkan,True,VB
selama,False,IN
triwulan,False,NN
II,False,OD
2007,False,CD
naik,False,VB
Rp,False,SYM
"6,9",False,CD
triliun,False,CD
sehingga,False,SC
pada,False,IN
akhir,False,NN
triwulan,False,NN
II,False,OD
2007,False,CD
mencapai,False,VB
sekitar,False,IN
Rp,False,SYM
"1,72",False,CD
triliun,False,CD
atau,False,CC
20,False,CD
persen,False,CD
dari,False,IN
total,False,NN
kredit,False,NN
perbankan,False,NN
.,False,Z
,True,
Kenaikan,False,NN
UL,False,FW
secara,False,IN
signifikan,False,JJ
terjadi,False,VB
pada,False,IN
kredit,False,NN
modal kerja,True,NN
",",False,Z
yang,False,SC
mencapai,False,VB
Rp,False,SYM
"4,3",False,CD
triliun,False,CD
",",False,Z
,True,
yang,False,SC
menjadikan,False,VB
pangsa,False,NN
UL,False,FW
selama,False,IN
triwulan,False,NN
II,False,OD
2007,False,CD
masih,False,MD
tetap,False,RB
didominasi,False,VB
kredit,False,NN
modal kerja,True,NN
",",False,Z
yaitu,False,SC
"70,7",False,CD
persen,False,CD
",",False,Z
jelas,False,VB
-nya,True,PRP
.,False,Z
,True,
Menurut,False,IN
dia,False,PRP
",",False,Z
kalau,False,SC
saja,False,RB
UL,False,FW
tidak,False,NEG
terjadi,False,VB
maka,False,SC
pertumbuhan ekonomi,True,NN
akan,False,MD
jauh,False,JJ
lebih,False,RB
cepat,False,JJ
sehingga,False,SC
kesempatan kerja,True,NN
dan,False,CC
lapangan kerja,True,NN
akan,False,MD
lebih,False,RB
tinggi,False,JJ
.,False,Z
,True,
Namun,False,CC
demikian,False,PR
Miranda,False,NNP
mengatakan,False,VB
",",False,Z
sampai,False,SC
Juli,False,NNP
2007,False,CD
BI,False,NNP
melihat,False,VB
indikator,False,NN
ekonomi,False,NN
masih,False,MD
bagus,False,JJ
dan,False,CC
ia,False,PRP
yakin,False,JJ
pertumbuhan ekonomi,True,NN
tetap,False,RB
di,False,IN
atas,False,NN
6,False,CD
persen,False,CD
.,False,Z
,True,
Itu,False,PR
fenomena,False,NN
global,False,JJ
yang,False,SC
terjadi,False,VB
di,False,IN
hampir,False,RB
semua,False,CD
negara,False,NN
emerging,False,FW
market,False,FW
negara,False,NN
dengan,False,SC
pasar,False,NN
baru,False,MD
tumbuh,False,VB
mengalami,False,VB
-nya,True,PRP
",",False,Z
kata,False,VB
-nya,True,PRP
.,False,Z
,True,
Menurut,False,IN
dia,False,PRP
",",False,Z
fenomena,False,NN
itu,False,PR
akan,False,MD
tetap,False,RB
berlangsung,False,VB
selama,False,IN
return,False,FW
on,False,FW
earning,True,FW
keuntungan,False,NN
atas,False,IN
dana,False,NN
yang,False,SC
dimasukkan,False,VB
itu,False,PR
masih,False,MD
ada,False,VB
.,False,Z
,True,
Ketika,False,SC
ditanya,False,VB
apakah,False,SC
Indonesia,False,NNP
siap,False,VB
mengantisipasi,False,VB
jika,False,SC
terjadi,False,VB
pembalikan,False,NN
arah,False,NN
capital,False,FW
inflow,True,FW
itu,False,PR
",",False,Z
Aslim,True,NNP
menyatakan,False,VB
",",False,Z
Indonesia,False,NNP
siap,False,VB
dan,False,CC
tidak,False,NEG
ada,False,VB
yang,False,SC
perlu,False,MD
dikhawatirkan,False,VB
.,False,Z
,True,
Dari,False,IN
sisi,False,NN
cadangan,False,NN
devisa,False,NN
sudah,False,MD
lebih,False,RB
dari,False,IN
cukup,False,JJ
untuk,False,SC
mengantisipasi,False,VB
",",False,Z
jadi,False,VB
tidak,False,NEG
ada,False,VB
yang,False,SC
perlu,False,MD
dikhawatirkan,False,VB
berkaitan,False,VB
dengan,False,SC
kemungkinan,False,NN
terjadi,False,VB
-nya,True,PRP
pembalikan,False,NN
arah,False,NN
capital,False,FW
inflow,True,FW
",",False,Z
tegas,False,VB
-nya,True,PRP
.,False,Z
,True,
Perusahaan,False,NNP
Listrik,False,NNP
Negara,False,NNP
PLN,False,NNP
kembali,False,VB
menerbitkan,False,VB
obligasi,False,NN
dengan,False,SC
total,False,NN
nilai,False,NN
Rp,False,SYM
3,False,CD
triliun,False,CD
yang,False,SC
dibagi,False,VB
menjadi,False,VB
obligasi,False,NN
konvensional,False,JJ
Rp,False,SYM
"2,7",False,CD
triliun,False,CD
dan,False,CC
obligasi,False,NN
syariah,False,X
sukuk,False,NN
ijarah,False,NN
Rp,False,SYM
300,False,CD
miliar,False,CD
.,False,Z
,True,
Dirut,False,NNP
PLN,False,NNP
Eddie,False,NNP
Widiono,True,NNP
mengatakan,False,VB
di,False,IN
Jakarta,False,NNP
",",False,Z
Senin,False,NNP
",",False,Z
penerbitan,False,NN
kembali,False,VB
obligasi,False,NN
itu,False,PR
karena,False,SC
pihak,False,NN
-nya,True,PRP
membutuhkan,False,VB
modal kerja,True,NN
yang,False,SC
besar,False,JJ
untuk,False,SC
pemenuhan,False,NN
kebutuhan,False,NN
listrik,False,NN
nasional,False,JJ
yang,False,SC
tumbuh,False,VB
"8,5",False,CD
persen,False,CD
per,False,IN
tahun,False,NN
dan,False,CC
berjangka,False,VB
panjang,False,JJ
.,False,Z
,True,
Menurut,False,IN
dia,False,PRP
",",False,Z
penawaran,False,NN
obligasi,False,NN
akan,False,MD
dilaksanakan,False,VB
pada,False,IN
3,False,CD
-,False,Z
5,False,CD
Juli,False,NNP
dan,False,CC
surat,False,NN
utang,False,NN
itu,False,PR
akan,False,MD
dicatatkan,False,VB
di,False,IN
Bursa,False,NNP
Efek,False,NNP
Surabaya,False,NNP
BES,False,NNP
pada,False,IN
11,False,CD
Juli,False,NNP
2007,False,CD
.,False,Z
,True,
Eddie,False,NNP
mengakui,False,VB
kebutuhan,False,NN
listrik,False,NN
nasional,False,JJ
belum,False,NEG
bisa,False,MD
terpenuhi,False,VB
dan,False,CC
hingga,False,IN
kini,False,NN
untuk,False,SC
kebutuhan,False,NN
rumah tangga,True,NN
baru,False,JJ
tercatat,False,VB
"55,3",False,CD
persen,False,CD
",",False,Z
,True,
sedangkan,False,CC
Pemerintah,False,NNP
menargetkan,False,VB
tahun,False,NN
2015,False,CD
mencapai,False,VB
76,False,CD
persen,False,CD
.,False,Z
,True,
Ia,False,PRP
mengatakan,False,VB
",",False,Z
kinerja,False,NN
PLN,False,NNP
masih,False,MD
negatif,False,JJ
",",False,Z
pada,False,IN
2005,False,CD
masih,False,MD
rugi,False,JJ
bersih,False,JJ
Rp,False,SYM
"4,921",False,CD
miliar,False,CD
",",False,Z
namun,False,CC
pada,False,IN
2006,False,CD
menyusut,False,VB
menjadi,False,VB
Rp,False,SYM
"2,8",False,CD
miliar,False,CD
.,False,Z
,True,
Perusahaan,False,NN
pelayaran,False,NN
PT,False,NNP
Arpeni,True,NNP
Pratama,False,NNP
Ocean,False,NNP
Line,False,NNP
Tbk,False,NNP
APOL,True,NNP
melalui,False,IN
anak perusahaan,True,NN
-nya,True,PRP
melakukan,False,VB
transaksi,False,NN
pengambilalihan,False,NN
saham,False,NN
lima,False,CD
perusahaan,False,NN
Panama,False,NNP
",",False,Z
yaitu,False,SC
YED,True,X
1,False,CD
S.A.,True,NND
",",False,Z
YED,True,X
2,False,CD
S.A.,True,NND
",",False,Z
YED,True,X
3,False,CD
S.A.,True,NND
",",False,Z
YED,True,X
4,False,CD
S.A.,True,NND
",",False,Z
dan,False,CC
YED,True,X
5,False,CD
S.A.,True,NND
",",False,Z
dalam,False,IN
rangka,False,NN
investasi,False,NN
kapal,False,NN
.,False,Z
,True,
Direktur,False,NNP
/,False,Z
Sekretaris,False,NNP
Perusahaan,False,NNP
APOL,True,NNP
Ronald,False,NNP
Nangoi,True,NNP
",",False,Z
dalam,False,IN
laporan,False,NN
-nya,True,PRP
kepada,False,IN
Bursa,False,NNP
Efek,False,NNP
Jakarta,False,NNP
BEJ,False,NNP
di,False,IN
Jakarta,False,NNP
",",False,Z
Selasa,False,NNP
",",False,Z
mengatakan,False,VB
nilai,False,NN
transaksi,False,NN
tersebut,False,PR
masing-masing,True,PRP
bernilai,False,VB
50,False,CD
dolar,False,NN
AS,False,NNP
",",False,Z
yang,False,SC
100,False,CD
persen,False,CD
dimiliki,False,VB
perseroan,False,NN
dan,False,CC
menjadi,False,VB
anak perusahaan,True,NN
pada,False,IN
22,False,CD
Mei,False,NNP
2007,False,CD
.,False,Z
,True,
Dengan,False,IN
pengambilalihan,False,NN
saham,False,NN
tersebut,False,PR
",",False,Z
kata,False,VB
dia,False,PRP
",",False,Z
anak-anak,True,NN
perusahaan,False,NN
tersebut,False,PR
melakukan,False,VB
pemesanan,False,NN
lima,False,CD
unit,False,NND
tanker,False,NN
bangunan,False,NN
baru,False,JJ
,True,
masing-masing,True,PRP
berkapasitas,False,VB
13,False,CD
dwt,True,FW
",",False,Z
yang,False,SC
direncanakan,False,VB
akan,False,MD
dikirimkan,False,VB
mulai,False,VB
Mei,False,NNP
2008,False,CD
sampai,False,SC
dengan,False,IN
Februari,False,NNP
2009,False,CD
.,False,Z
,True,
Sebelum,False,SC
-nya,True,PRP
",",False,Z
PT,False,NNP
Arpeni,True,NNP
Pratama,False,NNP
Ocean,False,NNP
Line,False,NNP
Tbk,False,NNP
juga,False,RB
melaporkan,False,VB
akan,False,MD
membeli,False,VB
dua,False,CD
unit,False,NND
tanker,False,NN
dengan,False,SC
nilai,False,NN
sekitar,False,IN
100,False,CD
juta,False,CD
dolar,False,NN
AS,False,NNP
yang,False,SC
akan,False,MD
dikirim,False,VB
pada,False,IN
2008,False,CD
.,False,Z
,True,
Kedua,False,CD
unit,False,NND
kapal tanker,True,NN
tersebut,False,PR
akan,False,MD
ditempatkan,False,VB
di bawah,True,VB
anak,False,NN
perusahaan,False,NN
APOL,True,NNP
",",False,Z
yang,False,SC
merupakan,False,VB
usaha patungan,True,NN
antara,False,IN
perseroan,False,NN
dan,False,CC
Hyundai,False,NNP
Merchant,False,NNP
Marine,False,NNP
Co,False,NNP
Ltd,False,NNP
dari,False,IN
Korea,False,NNP
Selatan,False,NNP
.,False,Z
,True,
Rencana,False,NN
pembelian,False,NN
dua,False,CD
unit,False,NND
tanker,False,NN
tersebut,False,PR
",",False,Z
sesuai,False,JJ
dengan,False,IN
rencana,False,NN
Rapat,False,NN
Umum,False,JJ
Pemegang,False,NN
Saham,False,NN
Luar Biasa,True,JJ
RUPSLB,True,NN
perseroan,False,NN
yang,False,SC
diselenggarakan,False,VB
pada,False,IN
28,False,CD
Juli,False,NNP
2006,False,CD
.,False,Z
,True,
Dirjen,False,NNP
Pengelolaan,False,NNP
Utang,False,NNP
Depkeu,True,NNP
Rahmat,False,NNP
Waluyanto,True,NNP
mengungkapkan,False,VB
bahwa,False,SC
Bank,False,NNP
Pembangunan,False,NNP
Asia,False,NNP
ADB,False,NNP
pernah,False,MD
meminta,False,VB
izin,False,NN
kepada,False,IN
Menteri,False,NNP
Keuangan,False,NNP
untuk,False,SC
menerbitkan,False,VB
obligasi,False,NN
ADB,False,NNP
di,False,IN
Indonesia,False,NNP
dengan,False,IN
mata uang,True,NN
lokal,False,JJ
rupiah,False,NN
.,False,Z
,True,
Mereka,False,PRP
juga,False,RB
pernah,False,MD
minta izin,True,VB
dari,False,IN
Menkeu,False,NNP
untuk,False,SC
menerbitkan,False,VB
local,False,FW
currency,False,FW
bond,False,NNP
di,False,IN
dalam negeri,True,NN
",",False,Z
tapi,False,CC
sampai,False,SC
saat,False,NN
ini,False,PR
mereka,False,PRP
belum,False,NEG
menerbitkan,False,VB
-nya,True,PRP
",",False,Z
kata,False,VB
Rahmat,False,NNP
Waluyanto,True,NNP
di,False,IN
Jakarta,False,NNP
",",False,Z
Jumat,False,NNP
.,False,Z
,True,
Menurut,False,IN
Rahmat,False,NNP
",",False,Z
penerbitan,False,NN
obligasi,False,NN
oleh,False,IN
lembaga keuangan,True,NN
internasional,False,JJ
itu,False,PR
dengan,False,IN
mata uang,True,NN
lokal,False,JJ
tidak,False,NEG
begitu,False,RB
bermasalah,False,VB
,True,
tetapi,False,CC
justru,False,RB
sebaliknya,False,RB
Indonesia,False,NNP
akan,False,MD
memperoleh,False,VB
manfaat,False,NN
jika,False,SC
penerbitan,False,NN
itu,False,PR
berhasil,False,VB
.,False,Z
,True,
Keuntungan,False,NN
-nya,True,PRP
banyak,False,CD
",",False,Z
arti,False,NN
-nya,True,PRP
kalau,False,SC
lembaga,False,NN
seperti,False,IN
ADB,False,NNP
yang,False,SC
rating,False,FW
-nya,True,PRP
tinggi,False,JJ
bisa,False,MD
menerbitkan,False,VB
di,False,IN
Indonesia,False,NNP
dan,False,CC
sukses,False,JJ
",",False,Z
berarti,False,VB
kan,False,RP
investor,False,NN
akan,False,MD
melihat,False,VB
bahwa,False,SC
Indonesia,False,NNP
adalah,False,VB
tempat,False,NN
yang,False,SC
baik,False,JJ
untuk,False,SC
investasi,False,NN
.,False,Z
,True,
Berarti,False,VB
memperkaya,False,VB
instrumen,False,NN
investasi,False,NN
di,False,IN
pasar,False,NN
obligasi,False,NN
kita,False,PRP
",",False,Z
kata,False,VB
-nya,True,PRP
.,False,Z
Ketika,False,SC
ditanya,False,VB
apakah,False,SC
Menteri,False,NNP
Keuangan,False,NNP
sudah,False,MD
memberikan,False,VB
izin,False,NN
atas,False,IN
permintaan,False,NN
itu,False,PR
",",False,Z
Rahmat,False,NNP
hanya,False,RB
mengatakan,False,VB
",",False,Z
pada,False,IN
dasar,False,NN
-nya,True,PRP
tidak,False,NEG
ada,False,VB
masalah,False,NN
dengan,False,IN
rencana,False,NN
itu,False,PR
.,False,Z
,True,
Ia,False,PRP
juga,False,RB
mengatakan,False,VB
bahwa,False,SC
penerbitan,False,NN
obligasi,False,NN
oleh,False,IN
ADB,False,NNP
itu,False,PR
tidak,False,NEG
akan,False,MD
memberikan,False,VB
pengaruh,False,NN
kepada,False,IN
penerbitan,False,NN
obligasi,False,NN
yang,False,SC
selama,False,IN
ini,False,PR
diterbitkan,False,VB
oleh,False,IN
pemerintah,False,NN
Indonesia,False,NNP
.,False,Z
,True,
Jumlah,False,NN
-nya,True,PRP
kecil,False,JJ
",",False,Z
jadi,False,VB
tidak,False,NEG
ada,False,VB
pengaruh,False,NN
-nya,True,PRP
.,False,Z
,True,
Ketika,False,SC
ditanya,False,VB
berapa,False,WH
jumlah,False,NN
yang,False,SC
dimintakan,False,VB
izin,False,NN
kepada,False,IN
Menteri,False,NNP
Keuangan,False,NNP
untuk,False,SC
diterbitkan,False,VB
di,False,IN
Indonesia,False,NNP
",",False,Z
Rahmat,False,NNP
mengatakan,False,VB
",",False,Z
diri,False,NN
-nya,True,PRP
tidak,False,NEG
tahu,False,VB
persis,False,JJ
angka,False,NN
-nya,True,PRP
tetapi,False,CC
tidak,False,NEG
lebih,False,RB
dari,False,IN
nilai,False,NN
yang,False,SC
setara,False,NN
dengan,False,IN
1,False,CD
miliar,False,CD
dolar,False,NN
AS,False,NNP
.,False,Z
,True,
Obligasi,False,NN
yang,False,SC
memiliki,False,VB
kupon,False,NN
"5,25",False,CD
persen,False,CD
yang,False,SC
dibayar,False,VB
tiap,False,CD
semester,False,NN
dan,False,CC
jatuh tempo,True,VB
pada,False,IN
12,False,CD
Juni,False,NNP
2017,False,CD
,True,
PT,False,NNP
Bank,False,NNP
Pan,False,NNP
Indonesia,False,NNP
Panin,False,NNP
Tbk,False,NNP
di,False,IN
Jakarta,False,NNP
",",False,Z
Senin,False,NNP
",",False,Z
menawarkan,False,VB
Obligasi,False,NNP
Bank,False,NNP
Panin,False,NNP
II,False,OD
Tahun,False,NN
2007,False,CD
dengan,False,IN
tingkat,False,NN
bunga,False,NN
tetap,False,RB
dengan,False,IN
jumlah,False,NN
pokok,False,NN
sebesar,False,JJ
Rp,False,SYM
"1,65",False,CD
triliun,False,CD
",",False,Z
meningkat,False,VB
dari,False,X
dari,False,IN
rencana,False,NN
terdahulu,False,JJ
sebesar,False,JJ
Rp,False,SYM
"1,5",False,CD
triliun,False,CD
.,False,Z
,True,
Obligasi,False,NN
tersebut,False,PR
terdiri,False,VB
dari,False,IN
seri,False,NN
A,False,NNP
sebesar,False,JJ
Rp,False,SYM
50,False,CD
miliar,False,CD
dengan,False,SC
tingkat,False,NN
bunga,False,NN
tetap,False,RB
"9,75",False,CD
persen,False,CD
per,False,IN
tahun,False,NN
berjangka,False,VB
waktu,False,NN
tiga,False,CD
tahun,False,NN
",",False,Z
seri,False,NN
B,False,NN
Rp,False,SYM
"1,40",False,CD
triliun,False,CD
dengan,False,SC
tingkat,False,NN
bunga,False,NN
tetap,False,RB
"10,75",False,CD
persen,False,CD
per,False,IN
tahun,False,NN
berjangka,False,VB
waktu,False,NN
lima,False,CD
tahun,False,NN
dan,False,CC
seri,False,NN
C,False,NN
Rp,False,SYM
200,False,CD
miliar,False,CD
dengan,False,SC
tingkat,False,NN
bunga,False,NN
tetap,False,RB
"11,00",False,CD
persen,False,CD
per,False,IN
tahun,False,NN
berjangka,False,VB
waktu,False,NN
tujuh,False,CD
tahun,False,NN
.,False,Z
,True,
Pada,False,IN
2006,False,CD
Bank,False,NNP
Panin,False,NNP
mencatat,False,VB
laba bersih,True,NN
Rp,False,SYM
730,False,CD
miliar,False,CD
",",False,Z
tumbuh,False,VB
29,False,CD
persen,False,CD
dibanding,False,VB
tahun,False,NN
sebelum,False,SC
-nya,True,PRP
sebesar,False,JJ
Rp,False,SYM
564,False,CD
miliar,False,CD
.,False,Z
,True,
PT,False,NNP
Adhi,False,NNP
Karya,False,NNP
Tbk,False,NNP
akan,False,MD
menambah,False,VB
kepemilikan,False,NN
saham,False,NN
-nya,True,PRP
di,False,IN
proyek,False,NN
Jakarta,False,NNP
Monorail,False,NNP
JM,False,NNP
dari,False,IN
"7,65",False,CD
persen,False,CD
menjadi,False,VB
"21,83",False,CD
persen,False,CD
.,False,Z
,True,
Kurnadi,True,NNP
mengatakan,False,VB
",",False,Z
JM,False,NNP
akan,False,MD
mengeluarkan,False,VB
saham,False,NN
baru,False,JJ
.,False,Z
,True,
Rencana,False,NN
-nya,True,PRP
perseroan,False,NN
akan,False,MD
mengambil,False,VB
250,False,CD
ribu,False,CD
saham,False,NN
yang,False,SC
ditawarkan,False,VB
dengan,False,SC
nilai nominal,True,NN
100,False,CD
dolar,False,NN
AS,False,NNP
per,False,IN
saham,False,NN
",",False,Z
kata,False,VB
-nya,True,PRP
.,False,Z
,True,
Dengan,False,IN
demikian,False,PR
tambahan,False,NN
investasi,False,NN
Adhi,False,NNP
Karya,False,NNP
di,False,IN
JM,False,NNP
sebesar,False,JJ
25,False,CD
juta,False,CD
dolar,False,NN
AS,False,NNP
.,False,Z
,True,
Tahap,False,NN
pertama,False,OD
",",False,Z
sebanyak,False,CD
-,False,Z
banyak,False,CD
-nya,True,PRP
15,False,CD
juta,False,CD
dolar,False,NN
AS,False,NNP
dan,False,CC
akan,False,MD
dilaksanakan,False,VB
setelah,False,SC
JM,False,NNP
memperoleh,False,VB
fasilitas,False,NN
pendanaan,False,NN
proyek,False,NN
dari,False,IN
bank,False,NN
atau,False,CC
lembaga keuangan,True,NN
financial,False,FW
close,False,FW
.,False,Z
,True,
Selanjutnya,False,CC
pada,False,IN
tahap,False,NN
kedua,False,OD
",",False,Z
perseroan,False,NN
akan,False,MD
menambah,False,VB
lagi,False,RB
investasi,False,NN
-nya,True,PRP
sebesar,False,JJ
10,False,CD
juta,False,CD
dolar,False,NN
AS,False,NNP
",",False,Z
dan,False,CC
dilaksanakan,False,VB
sesuai,False,JJ
dengan,False,IN
jadwal,False,NN
waktu,False,NN
yang,False,SC
ditetapkan,False,VB
pada,False,IN
saat,False,NN
financial,False,FW
close,False,FW
.,False,Z
,True,
Mengingat,False,VB
ITC,False,NNP
tidak,False,NEG
mengambil bagian,True,VB
dalam,False,IN
pengeluaran,False,NN
saham,False,NN
baru,False,JJ
JM,False,NNP
maka,False,SC
kepemilikan,False,NN
-nya,True,PRP
yang,False,SC
semula,False,NN
"91,02",False,CD
persen,False,CD
akan,False,MD
terdilusi,True,VB
menjadi,False,VB
"12,82",False,CD
persen,False,CD
.,False,Z
,True,
Bank,False,NNP
Indonesia,False,NNP
sudah,False,MD
memberikan,False,VB
persetujuan,False,NN
atas,False,IN
rencana,False,NN
akuisisi,False,NN
saham,False,NN
Bank,False,NNP
Swadesi,True,NNP
oleh,False,IN
Bank,False,NNP
of,False,NNP
India,False,NNP
melalui,False,IN
surat,False,NN
-nya,True,PRP
pada,False,IN
13,False,CD
Juni,False,NNP
2007,False,CD
.,False,Z
,True,
Penandatanganan,False,NN
akta,False,NN
akuisisi,False,NN
dilaksanakan,False,VB
pada,False,IN
22,False,CD
Juni,False,NNP
2007,False,CD
.,False,Z
